MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 31-Jan-21, 20 Ov.",Samta Cc Sativali,204/8,Rising Cricket Club Vasai,188/5,Samta Cc Sativali,16 runs,https://cricheroes.in/scorecard/1468771/individual/Samta-Cc-Sativali-vs-Rising-Cricket-Club-Vasai
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",MUSKAAN NX,29/7,CRYSTAL CHALLENGERS.,30/2,CRYSTAL CHALLENGERS.,6 wickets,https://cricheroes.in/scorecard/1441747/FPL-2-friend-premier-league-2/MUSKAAN-NX-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,26/7,MUSKAAN NX,29/4,MUSKAAN NX,4 wickets,https://cricheroes.in/scorecard/1441629/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-MUSKAAN-NX
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",RR FIGHTERS,40/8,CRYSTAL CHALLENGERS.,39/6,RR FIGHTERS,1 run,https://cricheroes.in/scorecard/1441564/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,33/5,SHINE DIAMOND,23/8,FASHION FEVER blaster,10 runs,https://cricheroes.in/scorecard/1411415/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-SHINE-DIAMOND
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",SALMAN SHALIMAR STRIKERS,24/8,RR FIGHTERS,26/1,RR FIGHTERS,7 wickets,https://cricheroes.in/scorecard/1411412/FPL-2-friend-premier-league-2/SALMAN-SHALIMAR-STRIKERS-vs-RR-FIGHTERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",LIMRA LIONS.,26/7,MUSKAAN NX,32/3,MUSKAAN NX,5 wickets,https://cricheroes.in/scorecard/1411409/FPL-2-friend-premier-league-2/LIMRA-LIONS.-vs-MUSKAAN-NX
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",CRYSTAL CHALLENGERS.,46/3,5 FINGERS.,36/4,CRYSTAL CHALLENGERS.,10 runs,https://cricheroes.in/scorecard/1411407/FPL-2-friend-premier-league-2/CRYSTAL-CHALLENGERS.-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,57/4,RR FIGHTERS,58/3,RR FIGHTERS,5 wickets,https://cricheroes.in/scorecard/1411404/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-RR-FIGHTERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",SHINE DIAMOND,30/6,MUSKAAN NX,32/0,MUSKAAN NX,8 wickets,https://cricheroes.in/scorecard/1411403/FPL-2-friend-premier-league-2/SHINE-DIAMOND-vs-MUSKAAN-NX
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",5 FINGERS.,41/7,SALMAN SHALIMAR STRIKERS,29/8,5 FINGERS.,12 runs,https://cricheroes.in/scorecard/1411397/FPL-2-friend-premier-league-2/5-FINGERS.-vs-SALMAN-SHALIMAR-STRIKERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",LIMRA LIONS.,18/8,CRYSTAL CHALLENGERS.,19/4,CRYSTAL CHALLENGERS.,4 wickets,https://cricheroes.in/scorecard/1411392/FPL-2-friend-premier-league-2/LIMRA-LIONS.-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",RR FIGHTERS,33/8,MUSKAAN NX,32/8,RR FIGHTERS,1 run,https://cricheroes.in/scorecard/1411388/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-MUSKAAN-NX
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,35/8,5 FINGERS.,33/4,FASHION FEVER blaster,2 runs,https://cricheroes.in/scorecard/1411382/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",LIMRA LIONS.,34/4,SHINE DIAMOND,35/6,SHINE DIAMOND,2 wickets,https://cricheroes.in/scorecard/1411377/FPL-2-friend-premier-league-2/LIMRA-LIONS.-vs-SHINE-DIAMOND
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",SALMAN SHALIMAR STRIKERS,37/4,CRYSTAL CHALLENGERS.,38/1,CRYSTAL CHALLENGERS.,7 wickets,https://cricheroes.in/scorecard/1411375/FPL-2-friend-premier-league-2/SALMAN-SHALIMAR-STRIKERS-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",MUSKAAN NX,43/6,5 FINGERS.,45/3,5 FINGERS.,5 wickets,https://cricheroes.in/scorecard/1411373/FPL-2-friend-premier-league-2/MUSKAAN-NX-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,63/4,SALMAN SHALIMAR STRIKERS,17/8,FASHION FEVER blaster,46 runs,https://cricheroes.in/scorecard/1433547/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-SALMAN-SHALIMAR-STRIKERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",RR FIGHTERS,50/7,LIMRA LIONS.,36/6,RR FIGHTERS,14 runs,https://cricheroes.in/scorecard/1407297/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-LIMRA-LIONS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",SHINE DIAMOND,40/1,CRYSTAL CHALLENGERS.,41/6,CRYSTAL CHALLENGERS.,2 wickets,https://cricheroes.in/scorecard/1407285/FPL-2-friend-premier-league-2/SHINE-DIAMOND-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",MUSKAAN NX,51/4,SALMAN SHALIMAR STRIKERS,41/5,MUSKAAN NX,10 runs,https://cricheroes.in/scorecard/1407259/FPL-2-friend-premier-league-2/MUSKAAN-NX-vs-SALMAN-SHALIMAR-STRIKERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",LIMRA LIONS.,56/3,5 FINGERS.,46/6,LIMRA LIONS.,10 runs,https://cricheroes.in/scorecard/1407281/FPL-2-friend-premier-league-2/LIMRA-LIONS.-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",FASHION FEVER blaster,51/6,CRYSTAL CHALLENGERS.,52/5,CRYSTAL CHALLENGERS.,3 wickets,https://cricheroes.in/scorecard/1407228/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",RR FIGHTERS,26/6,SHINE DIAMOND,29/1,SHINE DIAMOND,7 wickets,https://cricheroes.in/scorecard/1407231/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-SHINE-DIAMOND
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 24-Jan-21, 20 Ov., ",Austin Boyz,181/5,Samta Cc Sativali,128/10,Austin Boyz,53 runs,https://cricheroes.in/scorecard/1426164/UCC-Money-In-The-Bank/Austin-Boyz-vs-Samta-Cc-Sativali
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 17-Jan-21, 20 Ov.",Young Warriors Vasai,175/7,Samta Cc Sativali,170/9,Young Warriors Vasai,5 runs,https://cricheroes.in/scorecard/1394603/individual/Young-Warriors-Vasai-vs-Samta-Cc-Sativali
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 16-Jan-21, 20 Ov., ",Samta Cc Sativali,144/10,Stella Boys CC,133/10,Samta Cc Sativali,11 runs,https://cricheroes.in/scorecard/1376740/UCC-Money-In-The-Bank/Samta-Cc-Sativali-vs-Stella-Boys-CC
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 16-Jan-21, 20 Ov., ",Austin Boyz,148/10,OM SAI XI (UCC CUP),55/10,Austin Boyz,93 runs,https://cricheroes.in/scorecard/1376734/UCC-Money-In-The-Bank/Austin-Boyz-vs-OM-SAI-XI-(UCC-CUP)
Individual Match,"Alex Arena, Vasai, 14-Jan-21, 15 Ov.",GMK PRACTICE,47/1,GMK 11,48/0,GMK 11,1 wicket,https://cricheroes.in/scorecard/1379102/individual/GMK-PRACTICE-vs-GMK-11
Individual Match,"Dewanman Suncity Ground, Vasai, 10-Jan-21, 20 Ov.",Samta Cc Sativali,161/8,Young Warriors Vasai,106/9,Samta Cc Sativali,55 runs,https://cricheroes.in/scorecard/1361388/individual/Samta-Cc-Sativali-vs-Young-Warriors-Vasai
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",SALMAN SHALIMAR STRIKERS,37/4,CRYSTAL CHALLENGERS.,38/1,CRYSTAL CHALLENGERS.,7 wickets,https://cricheroes.in/scorecard/1411375/FPL-2-friend-premier-league-2/SALMAN-SHALIMAR-STRIKERS-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",MUSKAAN NX,43/6,5 FINGERS.,45/3,5 FINGERS.,5 wickets,https://cricheroes.in/scorecard/1411373/FPL-2-friend-premier-league-2/MUSKAAN-NX-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",FASHION FEVER blaster,63/4,SALMAN SHALIMAR STRIKERS,17/8,FASHION FEVER blaster,46 runs,https://cricheroes.in/scorecard/1433547/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-SALMAN-SHALIMAR-STRIKERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 26-Jan-21, 4 Ov., ",RR FIGHTERS,50/7,LIMRA LIONS.,36/6,RR FIGHTERS,14 runs,https://cricheroes.in/scorecard/1407297/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-LIMRA-LIONS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",SHINE DIAMOND,40/1,CRYSTAL CHALLENGERS.,41/6,CRYSTAL CHALLENGERS.,2 wickets,https://cricheroes.in/scorecard/1407285/FPL-2-friend-premier-league-2/SHINE-DIAMOND-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",MUSKAAN NX,51/4,SALMAN SHALIMAR STRIKERS,41/5,MUSKAAN NX,10 runs,https://cricheroes.in/scorecard/1407259/FPL-2-friend-premier-league-2/MUSKAAN-NX-vs-SALMAN-SHALIMAR-STRIKERS
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",LIMRA LIONS.,56/3,5 FINGERS.,46/6,LIMRA LIONS.,10 runs,https://cricheroes.in/scorecard/1407281/FPL-2-friend-premier-league-2/LIMRA-LIONS.-vs-5-FINGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",FASHION FEVER blaster,51/6,CRYSTAL CHALLENGERS.,52/5,CRYSTAL CHALLENGERS.,3 wickets,https://cricheroes.in/scorecard/1407228/FPL-2-friend-premier-league-2/FASHION-FEVER-blaster-vs-CRYSTAL-CHALLENGERS.
FPL-2 friend premier league-2,"madhuban turf, Vasai, 25-Jan-21, 4 Ov., ",RR FIGHTERS,26/6,SHINE DIAMOND,29/1,SHINE DIAMOND,7 wickets,https://cricheroes.in/scorecard/1407231/FPL-2-friend-premier-league-2/RR-FIGHTERS-vs-SHINE-DIAMOND
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 24-Jan-21, 20 Ov., ",Austin Boyz,181/5,Samta Cc Sativali,128/10,Austin Boyz,53 runs,https://cricheroes.in/scorecard/1426164/UCC-Money-In-The-Bank/Austin-Boyz-vs-Samta-Cc-Sativali
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 17-Jan-21, 20 Ov.",Young Warriors Vasai,175/7,Samta Cc Sativali,170/9,Young Warriors Vasai,5 runs,https://cricheroes.in/scorecard/1394603/individual/Young-Warriors-Vasai-vs-Samta-Cc-Sativali
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 16-Jan-21, 20 Ov., ",Samta Cc Sativali,144/10,Stella Boys CC,133/10,Samta Cc Sativali,11 runs,https://cricheroes.in/scorecard/1376740/UCC-Money-In-The-Bank/Samta-Cc-Sativali-vs-Stella-Boys-CC
UCC Money In The Bank,"Suncity Vasai Cricket Ground, Vasai, 16-Jan-21, 20 Ov., ",Austin Boyz,148/10,OM SAI XI (UCC CUP),55/10,Austin Boyz,93 runs,https://cricheroes.in/scorecard/1376734/UCC-Money-In-The-Bank/Austin-Boyz-vs-OM-SAI-XI-(UCC-CUP)
Individual Match,"Alex Arena, Vasai, 14-Jan-21, 15 Ov.",GMK PRACTICE,47/1,GMK 11,48/0,GMK 11,1 wicket,https://cricheroes.in/scorecard/1379102/individual/GMK-PRACTICE-vs-GMK-11
Individual Match,"Dewanman Suncity Ground, Vasai, 10-Jan-21, 20 Ov.",Samta Cc Sativali,161/8,Young Warriors Vasai,106/9,Samta Cc Sativali,55 runs,https://cricheroes.in/scorecard/1361388/individual/Samta-Cc-Sativali-vs-Young-Warriors-Vasai
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 10-Jan-21, 20 Ov.",UCC Team Rahul,101/4,UCC Team Sahil,105/1,UCC Team Sahil,5 wickets,https://cricheroes.in/scorecard/1360266/individual/UCC-Team-Rahul-vs-UCC-Team-Sahil
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,18/5,The 7 Monks,24/1,The 7 Monks,5 wickets,https://cricheroes.in/scorecard/1355676/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,48/3,7 Kangaroos,7/4,7 Pulpies,41 runs,https://cricheroes.in/scorecard/1349512/Evershine-Premiere-League/7-Pulpies-vs-7-Kangaroos
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,19/6,The 7 Monks,24/2,The 7 Monks,4 wickets,https://cricheroes.in/scorecard/1349508/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,33/4,The 7 Monks,34/4,The 7 Monks,2 wickets,https://cricheroes.in/scorecard/1349506/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,49/2,7 Pulpies,21/5,7 Kangaroos,28 runs,https://cricheroes.in/scorecard/1349504/Evershine-Premiere-League/7-Kangaroos-vs-7-Pulpies
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,24/5,The 7 Monks,25/0,The 7 Monks,6 wickets,https://cricheroes.in/scorecard/1349502/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,24/5,The 7 Monks,23/6,7 Pulpies,1 run,https://cricheroes.in/scorecard/1349499/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,26/3,7 Pulpies,27/2,7 Pulpies,4 wickets,https://cricheroes.in/scorecard/1349308/Evershine-Premiere-League/7-Kangaroos-vs-7-Pulpies
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,33/7,The 7 Monks,34/1,The 7 Monks,5 wickets,https://cricheroes.in/scorecard/1349312/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,43/2,The 7 Monks,44/4,The 7 Monks,2 wickets,https://cricheroes.in/scorecard/1349303/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 09-Jan-21, 20 Ov.",Austin Boyz,167/4,UCC Vasai,76/10,Austin Boyz,91 runs,https://cricheroes.in/scorecard/1352452/individual/Austin-Boyz-vs-UCC-Vasai
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,52/2,TY Blasters TPL,31/7,MJ Strikers TPL,21 runs,https://cricheroes.in/scorecard/1336502/TPL-3/MJ-Strikers-TPL-vs-TY-Blasters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,44/3,Modern Challengers TPL,42/3,MJ Strikers TPL,2 runs,https://cricheroes.in/scorecard/1336411/TPL-3/MJ-Strikers-TPL-vs-Modern-Challengers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,40/2,Alpha Fighters TPL,37/1,MJ Strikers TPL,3 runs,https://cricheroes.in/scorecard/1336281/TPL-3/MJ-Strikers-TPL-vs-Alpha-Fighters-TPL
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 10-Jan-21, 20 Ov.",UCC Team Rahul,101/4,UCC Team Sahil,105/1,UCC Team Sahil,5 wickets,https://cricheroes.in/scorecard/1360266/individual/UCC-Team-Rahul-vs-UCC-Team-Sahil
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,18/5,The 7 Monks,24/1,The 7 Monks,5 wickets,https://cricheroes.in/scorecard/1355676/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,48/3,7 Kangaroos,7/4,7 Pulpies,41 runs,https://cricheroes.in/scorecard/1349512/Evershine-Premiere-League/7-Pulpies-vs-7-Kangaroos
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,19/6,The 7 Monks,24/2,The 7 Monks,4 wickets,https://cricheroes.in/scorecard/1349508/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,33/4,The 7 Monks,34/4,The 7 Monks,2 wickets,https://cricheroes.in/scorecard/1349506/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,49/2,7 Pulpies,21/5,7 Kangaroos,28 runs,https://cricheroes.in/scorecard/1349504/Evershine-Premiere-League/7-Kangaroos-vs-7-Pulpies
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,24/5,The 7 Monks,25/0,The 7 Monks,6 wickets,https://cricheroes.in/scorecard/1349502/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,24/5,The 7 Monks,23/6,7 Pulpies,1 run,https://cricheroes.in/scorecard/1349499/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,26/3,7 Pulpies,27/2,7 Pulpies,4 wickets,https://cricheroes.in/scorecard/1349308/Evershine-Premiere-League/7-Kangaroos-vs-7-Pulpies
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Kangaroos,33/7,The 7 Monks,34/1,The 7 Monks,5 wickets,https://cricheroes.in/scorecard/1349312/Evershine-Premiere-League/7-Kangaroos-vs-The-7-Monks
Evershine Premiere League,"Chulna Turf, Vasai, 09-Jan-21, 4 Ov., ",7 Pulpies,43/2,The 7 Monks,44/4,The 7 Monks,2 wickets,https://cricheroes.in/scorecard/1349303/Evershine-Premiere-League/7-Pulpies-vs-The-7-Monks
Individual Match,"Suncity Vasai Cricket Ground, Vasai, 09-Jan-21, 20 Ov.",Austin Boyz,167/4,UCC Vasai,76/10,Austin Boyz,91 runs,https://cricheroes.in/scorecard/1352452/individual/Austin-Boyz-vs-UCC-Vasai
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,52/2,TY Blasters TPL,31/7,MJ Strikers TPL,21 runs,https://cricheroes.in/scorecard/1336502/TPL-3/MJ-Strikers-TPL-vs-TY-Blasters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,44/3,Modern Challengers TPL,42/3,MJ Strikers TPL,2 runs,https://cricheroes.in/scorecard/1336411/TPL-3/MJ-Strikers-TPL-vs-Modern-Challengers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,40/2,Alpha Fighters TPL,37/1,MJ Strikers TPL,3 runs,https://cricheroes.in/scorecard/1336281/TPL-3/MJ-Strikers-TPL-vs-Alpha-Fighters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",TY Blasters TPL,38/4,Modern Challengers TPL,19/8,TY Blasters TPL,19 runs,https://cricheroes.in/scorecard/1336170/TPL-3/TY-Blasters-TPL-vs-Modern-Challengers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,48/3,Turf King TPL,43/2,MJ Strikers TPL,5 runs,https://cricheroes.in/scorecard/1336044/TPL-3/MJ-Strikers-TPL-vs-Turf-King-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,42/2,Alpha Fighters TPL,37/5,MJ Strikers TPL,5 runs,https://cricheroes.in/scorecard/1318674/TPL-3/MJ-Strikers-TPL-vs-Alpha-Fighters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",TY Blasters TPL,67/0,Kanor Warriors TPL,46/1,TY Blasters TPL,21 runs,https://cricheroes.in/scorecard/1318679/TPL-3/TY-Blasters-TPL-vs-Kanor-Warriors-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Modern Challengers TPL,35/4,Raj Panthers TPL,32/5,Modern Challengers TPL,3 runs,https://cricheroes.in/scorecard/1318671/TPL-3/Modern-Challengers-TPL-vs-Raj-Panthers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Taha Thunders TPL,36/6,Turf King TPL,40/2,Turf King TPL,5 wickets,https://cricheroes.in/scorecard/1318678/TPL-3/Taha-Thunders-TPL-vs-Turf-King-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Vasai Dynamites TPL,47/2,Noorani Knight Riders TPL,34/5,Vasai Dynamites TPL,13 runs,https://cricheroes.in/scorecard/1318669/TPL-3/Vasai-Dynamites-TPL-vs-Noorani-Knight-Riders-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Raj Panthers TPL,37/5,Alpha Fighters TPL,39/1,Alpha Fighters TPL,8 wickets,https://cricheroes.in/scorecard/1318677/TPL-3/Raj-Panthers-TPL-vs-Alpha-Fighters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,41/3,Kanor Warriors TPL,25/3,MJ Strikers TPL,16 runs,https://cricheroes.in/scorecard/1318667/TPL-3/MJ-Strikers-TPL-vs-Kanor-Warriors-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Vasai Dynamites TPL,33/6,Modern Challengers TPL,34/2,Modern Challengers TPL,6 wickets,https://cricheroes.in/scorecard/1318676/TPL-3/Vasai-Dynamites-TPL-vs-Modern-Challengers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Taha Thunders TPL,54/0,TY Blasters TPL,48/3,Taha Thunders TPL,6 runs,https://cricheroes.in/scorecard/1318665/TPL-3/Taha-Thunders-TPL-vs-TY-Blasters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Noorani Knight Riders TPL,26/6,Turf King TPL,28/1,Turf King TPL,6 wickets,https://cricheroes.in/scorecard/1318663/TPL-3/Noorani-Knight-Riders-TPL-vs-Turf-King-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Raj Panthers TPL,25/4,Kanor Warriors TPL,26/1,Kanor Warriors TPL,7 wickets,https://cricheroes.in/scorecard/1318675/TPL-3/Raj-Panthers-TPL-vs-Kanor-Warriors-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Alpha Fighters TPL,31/2,Vasai Dynamites TPL,34/3,Vasai Dynamites TPL,5 wickets,https://cricheroes.in/scorecard/1318659/TPL-3/Alpha-Fighters-TPL-vs-Vasai-Dynamites-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Taha Thunders TPL,43/6,MJ Strikers TPL,40/1,Taha Thunders TPL,3 runs,https://cricheroes.in/scorecard/1318673/TPL-3/Taha-Thunders-TPL-vs-MJ-Strikers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",TY Blasters TPL,38/4,Modern Challengers TPL,19/8,TY Blasters TPL,19 runs,https://cricheroes.in/scorecard/1336170/TPL-3/TY-Blasters-TPL-vs-Modern-Challengers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,48/3,Turf King TPL,43/2,MJ Strikers TPL,5 runs,https://cricheroes.in/scorecard/1336044/TPL-3/MJ-Strikers-TPL-vs-Turf-King-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",MJ Strikers TPL,42/2,Alpha Fighters TPL,37/5,MJ Strikers TPL,5 runs,https://cricheroes.in/scorecard/1318674/TPL-3/MJ-Strikers-TPL-vs-Alpha-Fighters-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",TY Blasters TPL,67/0,Kanor Warriors TPL,46/1,TY Blasters TPL,21 runs,https://cricheroes.in/scorecard/1318679/TPL-3/TY-Blasters-TPL-vs-Kanor-Warriors-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Modern Challengers TPL,35/4,Raj Panthers TPL,32/5,Modern Challengers TPL,3 runs,https://cricheroes.in/scorecard/1318671/TPL-3/Modern-Challengers-TPL-vs-Raj-Panthers-TPL
TPL 3,"Vasai, Vasai, 03-Jan-21, 4 Ov., ",Taha Thunders TPL,36/6,Turf King TPL,40/2,Turf King TPL,5 wickets,https://cricheroes.in/scorecard/1318678/TPL-3/Taha-Thunders-TPL-vs-Turf-King-TPL
