MatchName,Address,TeamA,ScoreA,TeamB,ScoreB,Winner,WonBy,MatchLink
Individual Match,"Sarondha Cricket Ground, Vapi, 04-Jan-21, 40 Ov.",Umbergaon X1,418/8,Dreamers Tigers,56/10,Umbergaon X1,362 runs,https://cricheroes.in/scorecard/1337645/individual/Umbergaon-X1-vs-Dreamers-Tigers
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Azad Worrier,50/5,Spl Black Panther,51/1,Spl Black Panther,9 wickets,https://cricheroes.in/scorecard/1335680/Sadadveri-Premier-League/Azad-Worrier-vs-Spl-Black-Panther
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 4 Ov., ",SUPER GIANTS 11 (Yash-11),22/4,WARRIORS 11 (NEEL-11),20/3,SUPER GIANTS 11 (Yash-11),2 runs,https://cricheroes.in/scorecard/1335616/Anavil-Youth-Primer-League/SUPER-GIANTS-11-(Yash-11)-vs-WARRIORS-11-(NEEL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Spl Black Panther,76/2,RS Challengers,60/4,Spl Black Panther,16 runs,https://cricheroes.in/scorecard/1335374/Sadadveri-Premier-League/Spl-Black-Panther-vs-RS-Challengers
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",SUPER GIANTS 11 (Yash-11),64/4,BLASTERS 11 (MEET-11),58/6,SUPER GIANTS 11 (Yash-11),6 runs,https://cricheroes.in/scorecard/1325113/Anavil-Youth-Primer-League/SUPER-GIANTS-11-(Yash-11)-vs-BLASTERS-11-(MEET-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Azad Worrier,71/6,RS Challengers,65/3,Azad Worrier,6 runs,https://cricheroes.in/scorecard/1334995/Sadadveri-Premier-League/Azad-Worrier-vs-RS-Challengers
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",WARRIORS 11 (NEEL-11),69/3,TITAN 11 (JENIL-11),52/6,WARRIORS 11 (NEEL-11),17 runs,https://cricheroes.in/scorecard/1325111/Anavil-Youth-Primer-League/WARRIORS-11-(NEEL-11)-vs-TITAN-11-(JENIL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",RS Challengers,55/5,Azad Worrier,56/5,Azad Worrier,5 wickets,https://cricheroes.in/scorecard/1328827/Sadadveri-Premier-League/RS-Challengers-vs-Azad-Worrier
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Veera Warriors,63/7,Spl Black Panther,64/2,Spl Black Panther,8 wickets,https://cricheroes.in/scorecard/1328822/Sadadveri-Premier-League/Veera-Warriors-vs-Spl-Black-Panther
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",WARRIORS 11 (NEEL-11),84/2,SUPER GIANTS 11 (Yash-11),38/4,WARRIORS 11 (NEEL-11),46 runs,https://cricheroes.in/scorecard/1325108/Anavil-Youth-Primer-League/WARRIORS-11-(NEEL-11)-vs-SUPER-GIANTS-11-(Yash-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",RS Challengers,67/7,Veera Warriors,45/7,RS Challengers,22 runs,https://cricheroes.in/scorecard/1328811/Sadadveri-Premier-League/RS-Challengers-vs-Veera-Warriors
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",BLASTERS 11 (MEET-11),53/9,TITAN 11 (JENIL-11),54/7,TITAN 11 (JENIL-11),3 wickets,https://cricheroes.in/scorecard/1325106/Anavil-Youth-Primer-League/BLASTERS-11-(MEET-11)-vs-TITAN-11-(JENIL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Spl Black Panther,50/4,Azad Worrier,51/4,Azad Worrier,6 wickets,https://cricheroes.in/scorecard/1328807/Sadadveri-Premier-League/Spl-Black-Panther-vs-Azad-Worrier
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",BLASTERS 11 (MEET-11),105/2,WARRIORS 11 (NEEL-11),21/10,BLASTERS 11 (MEET-11),84 runs,https://cricheroes.in/scorecard/1325103/Anavil-Youth-Primer-League/BLASTERS-11-(MEET-11)-vs-WARRIORS-11-(NEEL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Spl Black Panther,59/3,RS Challengers,60/0,RS Challengers,10 wickets,https://cricheroes.in/scorecard/1328793/Sadadveri-Premier-League/Spl-Black-Panther-vs-RS-Challengers
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",SUPER GIANTS 11 (Yash-11),54/8,TITAN 11 (JENIL-11),50/4,SUPER GIANTS 11 (Yash-11),4 runs,https://cricheroes.in/scorecard/1325101/Anavil-Youth-Primer-League/SUPER-GIANTS-11-(Yash-11)-vs-TITAN-11-(JENIL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Veera Warriors,53/4,Azad Worrier,53/3,Tie,None,https://cricheroes.in/scorecard/1328782/Sadadveri-Premier-League/Veera-Warriors-vs-Azad-Worrier
Individual Match,"Valwada Cricket Ground, Vapi, 01-Jan-21, 6 Ov.",Triveni Sahil Team 2021,61/3,Triveni Salim Team 2021,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/1324055/individual/Triveni-Sahil-Team-2021-vs-Triveni-Salim-Team-2021
Individual Match,"2nd, Vapi, 01-Jan-21, 10 Ov.",Triveni Sahil Team 2021,89/1,Triveni Salim Team 2021,72/1,Triveni Sahil Team 2021,17 runs,https://cricheroes.in/scorecard/1323166/individual/Triveni-Sahil-Team-2021-vs-Triveni-Salim-Team-2021
Individual Match,"Kitavat Valvada, Vapi, 01-Jan-21, 10 Ov.",Triveni Salim Team 2021,70/9,Triveni Sahil Team 2021,57/4,Triveni Salim Team 2021,13 runs,https://cricheroes.in/scorecard/1322365/individual/Triveni-Salim-Team-2021-vs-Triveni-Sahil-Team-2021
Individual Match,"KK BHANDARI PARTY PLOT & CRICKET GROUND, Vapi, 30-Dec-20, 35 Ov.",KK Cricket Academy Vapi,137/10,Munaf XI Cc,140/4,Munaf XI Cc,6 wickets,https://cricheroes.in/scorecard/1315899/individual/KK-Cricket-Academy-Vapi-vs-Munaf-XI-Cc
Individual Match,"Vapi International Stadium, Vapi, 27-Dec-20, 10 Ov.",Practice Team .A,87/3,Practice11 Team B,88/4,Practice11 Team B,1 wicket,https://cricheroes.in/scorecard/1304976/individual/Practice-Team-.A-vs-Practice11-Team-B
Individual Match,"Vapi International Stadium, Vapi, 27-Dec-20, 20 Ov.",Practice Team .A,41/5,Practice11 Team B,22/5,Practice Team .A,19 runs,https://cricheroes.in/scorecard/1304532/individual/Practice-Team-.A-vs-Practice11-Team-B
Individual Match,"Famous Koliwad Ground, Vapi, 26-Dec-20, 6 Ov.",Dhaval XI 11,49/6,Nilej XI,51/3,Nilej XI,6 wickets,https://cricheroes.in/scorecard/1299257/individual/Dhaval-XI-11-vs-Nilej-XI
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 5 Ov.",Nilej XI,51/2,Dhaval XI 11,41/5,Nilej XI,10 runs,https://cricheroes.in/scorecard/1294395/individual/Nilej-XI-vs-Dhaval-XI-11
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Dhaval XI 11,60/1,Nilej XI,65/3,Nilej XI,4 wickets,https://cricheroes.in/scorecard/1294206/individual/Dhaval-XI-11-vs-Nilej-XI
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",BLASTERS 11 (MEET-11),53/9,TITAN 11 (JENIL-11),54/7,TITAN 11 (JENIL-11),3 wickets,https://cricheroes.in/scorecard/1325106/Anavil-Youth-Primer-League/BLASTERS-11-(MEET-11)-vs-TITAN-11-(JENIL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Spl Black Panther,50/4,Azad Worrier,51/4,Azad Worrier,6 wickets,https://cricheroes.in/scorecard/1328807/Sadadveri-Premier-League/Spl-Black-Panther-vs-Azad-Worrier
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",BLASTERS 11 (MEET-11),105/2,WARRIORS 11 (NEEL-11),21/10,BLASTERS 11 (MEET-11),84 runs,https://cricheroes.in/scorecard/1325103/Anavil-Youth-Primer-League/BLASTERS-11-(MEET-11)-vs-WARRIORS-11-(NEEL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Spl Black Panther,59/3,RS Challengers,60/0,RS Challengers,10 wickets,https://cricheroes.in/scorecard/1328793/Sadadveri-Premier-League/Spl-Black-Panther-vs-RS-Challengers
Anavil Youth Primer League,"Valwada Cricket Ground, Vapi, 03-Jan-21, 6 Ov., ",SUPER GIANTS 11 (Yash-11),54/8,TITAN 11 (JENIL-11),50/4,SUPER GIANTS 11 (Yash-11),4 runs,https://cricheroes.in/scorecard/1325101/Anavil-Youth-Primer-League/SUPER-GIANTS-11-(Yash-11)-vs-TITAN-11-(JENIL-11)
Sadadveri Premier League,"NCG Ambheti, Vapi, 03-Jan-21, 6 Ov., ",Veera Warriors,53/4,Azad Worrier,53/3,Tie,None,https://cricheroes.in/scorecard/1328782/Sadadveri-Premier-League/Veera-Warriors-vs-Azad-Worrier
Individual Match,"Valwada Cricket Ground, Vapi, 01-Jan-21, 6 Ov.",Triveni Sahil Team 2021,61/3,Triveni Salim Team 2021,"<span class=""yet-to-bat"">Yet to bat</span>",None,None,https://cricheroes.in/scorecard/1324055/individual/Triveni-Sahil-Team-2021-vs-Triveni-Salim-Team-2021
Individual Match,"2nd, Vapi, 01-Jan-21, 10 Ov.",Triveni Sahil Team 2021,89/1,Triveni Salim Team 2021,72/1,Triveni Sahil Team 2021,17 runs,https://cricheroes.in/scorecard/1323166/individual/Triveni-Sahil-Team-2021-vs-Triveni-Salim-Team-2021
Individual Match,"Kitavat Valvada, Vapi, 01-Jan-21, 10 Ov.",Triveni Salim Team 2021,70/9,Triveni Sahil Team 2021,57/4,Triveni Salim Team 2021,13 runs,https://cricheroes.in/scorecard/1322365/individual/Triveni-Salim-Team-2021-vs-Triveni-Sahil-Team-2021
Individual Match,"KK BHANDARI PARTY PLOT & CRICKET GROUND, Vapi, 30-Dec-20, 35 Ov.",KK Cricket Academy Vapi,137/10,Munaf XI Cc,140/4,Munaf XI Cc,6 wickets,https://cricheroes.in/scorecard/1315899/individual/KK-Cricket-Academy-Vapi-vs-Munaf-XI-Cc
Individual Match,"Vapi International Stadium, Vapi, 27-Dec-20, 10 Ov.",Practice Team .A,87/3,Practice11 Team B,88/4,Practice11 Team B,1 wicket,https://cricheroes.in/scorecard/1304976/individual/Practice-Team-.A-vs-Practice11-Team-B
Individual Match,"Vapi International Stadium, Vapi, 27-Dec-20, 20 Ov.",Practice Team .A,41/5,Practice11 Team B,22/5,Practice Team .A,19 runs,https://cricheroes.in/scorecard/1304532/individual/Practice-Team-.A-vs-Practice11-Team-B
Individual Match,"Famous Koliwad Ground, Vapi, 26-Dec-20, 6 Ov.",Dhaval XI 11,49/6,Nilej XI,51/3,Nilej XI,6 wickets,https://cricheroes.in/scorecard/1299257/individual/Dhaval-XI-11-vs-Nilej-XI
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 5 Ov.",Nilej XI,51/2,Dhaval XI 11,41/5,Nilej XI,10 runs,https://cricheroes.in/scorecard/1294395/individual/Nilej-XI-vs-Dhaval-XI-11
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Dhaval XI 11,60/1,Nilej XI,65/3,Nilej XI,4 wickets,https://cricheroes.in/scorecard/1294206/individual/Dhaval-XI-11-vs-Nilej-XI
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Dhaval XI 11,85/4,Nilej XI,60/5,Dhaval XI 11,25 runs,https://cricheroes.in/scorecard/1293982/individual/Dhaval-XI-11-vs-Nilej-XI
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Nilej XI,56/5,Dhaval XI 11,49/6,Nilej XI,7 runs,https://cricheroes.in/scorecard/1293759/individual/Nilej-XI-vs-Dhaval-XI-11
Individual Match,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 20-Dec-20",Practice11 Team B,281/3,Practice Team .A,77/2,None,None,https://cricheroes.in/scorecard/1275691/individual/Practice11-Team-B-vs-Practice-Team-.A
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",RK FIGHTERSss,64/1,Riyans Spartans,42/9,RK FIGHTERSss,22 runs,https://cricheroes.in/scorecard/1272056/Ghoghari-Cricket-League--2020/RK-FIGHTERSss-vs-Riyans-Spartans
Individual Match,"Nargol Cricket Ground, Vapi, 20-Dec-20, 40 Ov.",Yadav 11 Vapi,122/10,DAMAN KINGS,126/4,DAMAN KINGS,6 wickets,https://cricheroes.in/scorecard/1272792/individual/Yadav-11-Vapi-vs-DAMAN-KINGS
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",Riyans Spartans,56/4,Prrerna 11,46/8,Riyans Spartans,10 runs,https://cricheroes.in/scorecard/1262634/Ghoghari-Cricket-League--2020/Riyans-Spartans-vs-Prrerna-11
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",RK FIGHTERSss,30/6,Jevins Ninja11,31/7,Jevins Ninja11,3 wickets,https://cricheroes.in/scorecard/1269236/Ghoghari-Cricket-League--2020/RK-FIGHTERSss-vs-Jevins-Ninja11
Night Tournament Bhilad,"Bhilad, Vapi, 19-Dec-20, 20 Ov., ",Sarigam,167/8,Talasari Dangerous,159/7,Sarigam,8 runs,https://cricheroes.in/scorecard/1269233/Night-Tournament-Bhilad/Sarigam-vs-Talasari-Dangerous
Individual Match,"Orvad Cricket Ground, Vapi, 19-Dec-20, 30 Ov.",UCC UDWADA CRICKET CLUB B,171/8,UCC - Udwada Cricket Club,172/6,UCC - Udwada Cricket Club,4 wickets,https://cricheroes.in/scorecard/1266124/individual/UCC-UDWADA-CRICKET-CLUB-B-vs-UCC---Udwada-Cricket-Club
Individual Match,"Umbergaon, Vapi, 17-Dec-20, 30 Ov.",Dreamers Tigers,183/8,Umbergaon X1,184/4,Umbergaon X1,6 wickets,https://cricheroes.in/scorecard/1259092/individual/Dreamers-Tigers-vs-Umbergaon-X1
trial,"Vapi Panchvati Angan, Vapi, 14-Dec-20, 5 Ov., ",THE BALLISTIC BOMBERS.P,171/0,ROYAL STRIKERS.P,12/6,THE BALLISTIC BOMBERS.P,159 runs,https://cricheroes.in/scorecard/1249311/trial/THE-BALLISTIC-BOMBERS.P-vs-ROYAL-STRIKERS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 6 Ov., ",THE BALLISTIC BOMBERS.P,154/0,ROYAL STRIKERS.P,59/6,THE BALLISTIC BOMBERS.P,95 runs,https://cricheroes.in/scorecard/1249697/PPL-(-PANCHVATI-PREMIER-LEAGUE)/THE-BALLISTIC-BOMBERS.P-vs-ROYAL-STRIKERS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,82/2,CHAMPIONS.P,61/3,ROYAL STRIKERS.P,21 runs,https://cricheroes.in/scorecard/1249599/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",CHAMPIONS.P,75/1,JOLLY CRICKETERS. P,56/1,CHAMPIONS.P,19 runs,https://cricheroes.in/scorecard/1249384/PPL-(-PANCHVATI-PREMIER-LEAGUE)/CHAMPIONS.P-vs-JOLLY-CRICKETERS.-P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,51/1,THE BALLISTIC BOMBERS.P,54/1,THE BALLISTIC BOMBERS.P,5 wickets,https://cricheroes.in/scorecard/1249382/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-THE-BALLISTIC-BOMBERS.P
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Dhaval XI 11,85/4,Nilej XI,60/5,Dhaval XI 11,25 runs,https://cricheroes.in/scorecard/1293982/individual/Dhaval-XI-11-vs-Nilej-XI
Individual Match,"Famous Koliwad Ground, Vapi, 25-Dec-20, 6 Ov.",Nilej XI,56/5,Dhaval XI 11,49/6,Nilej XI,7 runs,https://cricheroes.in/scorecard/1293759/individual/Nilej-XI-vs-Dhaval-XI-11
Individual Match,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 20-Dec-20",Practice11 Team B,281/3,Practice Team .A,77/2,None,None,https://cricheroes.in/scorecard/1275691/individual/Practice11-Team-B-vs-Practice-Team-.A
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",RK FIGHTERSss,64/1,Riyans Spartans,42/9,RK FIGHTERSss,22 runs,https://cricheroes.in/scorecard/1272056/Ghoghari-Cricket-League--2020/RK-FIGHTERSss-vs-Riyans-Spartans
Individual Match,"Nargol Cricket Ground, Vapi, 20-Dec-20, 40 Ov.",Yadav 11 Vapi,122/10,DAMAN KINGS,126/4,DAMAN KINGS,6 wickets,https://cricheroes.in/scorecard/1272792/individual/Yadav-11-Vapi-vs-DAMAN-KINGS
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",Riyans Spartans,56/4,Prrerna 11,46/8,Riyans Spartans,10 runs,https://cricheroes.in/scorecard/1262634/Ghoghari-Cricket-League--2020/Riyans-Spartans-vs-Prrerna-11
Ghoghari Cricket League  2020,"Valwada Cricket Ground, Vapi, 20-Dec-20, 6 Ov., ",RK FIGHTERSss,30/6,Jevins Ninja11,31/7,Jevins Ninja11,3 wickets,https://cricheroes.in/scorecard/1269236/Ghoghari-Cricket-League--2020/RK-FIGHTERSss-vs-Jevins-Ninja11
Night Tournament Bhilad,"Bhilad, Vapi, 19-Dec-20, 20 Ov., ",Sarigam,167/8,Talasari Dangerous,159/7,Sarigam,8 runs,https://cricheroes.in/scorecard/1269233/Night-Tournament-Bhilad/Sarigam-vs-Talasari-Dangerous
Individual Match,"Orvad Cricket Ground, Vapi, 19-Dec-20, 30 Ov.",UCC UDWADA CRICKET CLUB B,171/8,UCC - Udwada Cricket Club,172/6,UCC - Udwada Cricket Club,4 wickets,https://cricheroes.in/scorecard/1266124/individual/UCC-UDWADA-CRICKET-CLUB-B-vs-UCC---Udwada-Cricket-Club
Individual Match,"Umbergaon, Vapi, 17-Dec-20, 30 Ov.",Dreamers Tigers,183/8,Umbergaon X1,184/4,Umbergaon X1,6 wickets,https://cricheroes.in/scorecard/1259092/individual/Dreamers-Tigers-vs-Umbergaon-X1
trial,"Vapi Panchvati Angan, Vapi, 14-Dec-20, 5 Ov., ",THE BALLISTIC BOMBERS.P,171/0,ROYAL STRIKERS.P,12/6,THE BALLISTIC BOMBERS.P,159 runs,https://cricheroes.in/scorecard/1249311/trial/THE-BALLISTIC-BOMBERS.P-vs-ROYAL-STRIKERS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 6 Ov., ",THE BALLISTIC BOMBERS.P,154/0,ROYAL STRIKERS.P,59/6,THE BALLISTIC BOMBERS.P,95 runs,https://cricheroes.in/scorecard/1249697/PPL-(-PANCHVATI-PREMIER-LEAGUE)/THE-BALLISTIC-BOMBERS.P-vs-ROYAL-STRIKERS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,82/2,CHAMPIONS.P,61/3,ROYAL STRIKERS.P,21 runs,https://cricheroes.in/scorecard/1249599/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",CHAMPIONS.P,75/1,JOLLY CRICKETERS. P,56/1,CHAMPIONS.P,19 runs,https://cricheroes.in/scorecard/1249384/PPL-(-PANCHVATI-PREMIER-LEAGUE)/CHAMPIONS.P-vs-JOLLY-CRICKETERS.-P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,51/1,THE BALLISTIC BOMBERS.P,54/1,THE BALLISTIC BOMBERS.P,5 wickets,https://cricheroes.in/scorecard/1249382/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-THE-BALLISTIC-BOMBERS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,95/0,CHAMPIONS.P,40/5,ROYAL STRIKERS.P,55 runs,https://cricheroes.in/scorecard/1229376/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",THE BALLISTIC BOMBERS.P,70/5,JOLLY CRICKETERS. P,74/2,JOLLY CRICKETERS. P,4 wickets,https://cricheroes.in/scorecard/1229372/PPL-(-PANCHVATI-PREMIER-LEAGUE)/THE-BALLISTIC-BOMBERS.P-vs-JOLLY-CRICKETERS.-P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",THE BALLISTIC BOMBERS.P,94/1,CHAMPIONS.P,51/2,THE BALLISTIC BOMBERS.P,43 runs,https://cricheroes.in/scorecard/1229365/PPL-(-PANCHVATI-PREMIER-LEAGUE)/THE-BALLISTIC-BOMBERS.P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,87/1,JOLLY CRICKETERS. P,51/2,ROYAL STRIKERS.P,36 runs,https://cricheroes.in/scorecard/1229362/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-JOLLY-CRICKETERS.-P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",JOLLY CRICKETERS. P,40/6,CHAMPIONS.P,43/1,CHAMPIONS.P,5 wickets,https://cricheroes.in/scorecard/1229357/PPL-(-PANCHVATI-PREMIER-LEAGUE)/JOLLY-CRICKETERS.-P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,37/2,THE BALLISTIC BOMBERS.P,41/0,THE BALLISTIC BOMBERS.P,6 wickets,https://cricheroes.in/scorecard/1229344/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-THE-BALLISTIC-BOMBERS.P
Individual Match,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 10-Dec-20, 5 Ov.",Practice11 Team B,82/0,Practice Team .A,59/0,Practice11 Team B,23 runs,https://cricheroes.in/scorecard/1236259/individual/Practice11-Team-B-vs-Practice-Team-.A
Individual Match,"Vapi International Stadium, Vapi, 09-Dec-20, 5 Ov.",Practice Team .A,92/0,Practice11 Team B,95/0,Practice11 Team B,4 wickets,https://cricheroes.in/scorecard/1233837/individual/Practice-Team-.A-vs-Practice11-Team-B
Individual Match,"Nargol Cricket Ground, Vapi, 06-Dec-20, 20 Ov.",Sanjan X1,193/8,Nawajish 11,191/8,Sanjan X1,2 runs,https://cricheroes.in/scorecard/1220107/individual/Sanjan-X1-vs-Nawajish-11
Individual Match,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 06-Dec-20, 2 Ov.",CHAMPIONS.P,16/0,JOLLY CRICKETERS. P,"<span class=""yet-to-bat"">Yet to bat</span>",Abandoned,None,https://cricheroes.in/scorecard/1223776/individual/CHAMPIONS.P-vs-JOLLY-CRICKETERS.-P
PPl trial,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 05-Dec-20, 2 Ov., ",CHAMPIONS.P,0/0,JOLLY CRICKETERS. P,0/0,JOLLY CRICKETERS. P,Super Over,https://cricheroes.in/scorecard/1220780/PPl-trial/CHAMPIONS.P-vs-JOLLY-CRICKETERS.-P
PPl trial,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 05-Dec-20, 2 Ov., ",rytfhhffh,17/0,CHAMPIONS.P,8/0,rytfhhffh,9 runs,https://cricheroes.in/scorecard/1220767/PPl-trial/rytfhhffh-vs-CHAMPIONS.P
PPl trial,"PANCHVATI INTERNATIONAL STADIUM, Vapi, 05-Dec-20, 2 Ov., ",CHAMPIONS.P,18/0,JOLLY CRICKETERS. P,20/0,JOLLY CRICKETERS. P,1 wicket,https://cricheroes.in/scorecard/1220746/PPl-trial/CHAMPIONS.P-vs-JOLLY-CRICKETERS.-P
Individual Match,"KK BHANDARI PARTY PLOT & CRICKET GROUND, Vapi, 04-Dec-20, 40 Ov.",KK Cricket Academy Vapi,286/10,Yadav 11 Vapi,287/5,Yadav 11 Vapi,5 wickets,https://cricheroes.in/scorecard/1215999/individual/KK-Cricket-Academy-Vapi-vs-Yadav-11-Vapi
Individual Match,"KK BHANDARI PARTY PLOT & CRICKET GROUND, Vapi, 03-Dec-20, 15 Ov.",Dhanlaxmi 1,123/8,KK Cricket Academy Vapi,32/6,KK Cricket Academy Vapi,5 wickets (Rain),https://cricheroes.in/scorecard/1214016/individual/Dhanlaxmi-1-vs-KK-Cricket-Academy-Vapi
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",ROYAL STRIKERS.P,95/0,CHAMPIONS.P,40/5,ROYAL STRIKERS.P,55 runs,https://cricheroes.in/scorecard/1229376/PPL-(-PANCHVATI-PREMIER-LEAGUE)/ROYAL-STRIKERS.P-vs-CHAMPIONS.P
PPL ( PANCHVATI PREMIER LEAGUE),"PANCHVATI INTERNATIONAL STADIUM, Vapi, 13-Dec-20, 5 Ov., ",THE BALLISTIC BOMBERS.P,70/5,JOLLY CRICKETERS. P,74/2,JOLLY CRICKETERS. P,4 wickets,https://cricheroes.in/scorecard/1229372/PPL-(-PANCHVATI-PREMIER-LEAGUE)/THE-BALLISTIC-BOMBERS.P-vs-JOLLY-CRICKETERS.-P
